question,true_short_answer,predicted_short_answer
"Gelgit ekosistemlerinde hangi adaptasyon gerekli olup resif ekosistemlerinde gerekli değildir?
Şıklar:
A. tuzlu suda yaşama yeteneği
B. Solunumda oksijeni kullanma yeteneği
C. günlük kuru dönemlerle baş edebilme yeteneği
D. çevreye uyum sağlama yeteneği",C,C
"Aşağıdakilerden hangisi sıvı suya örnektir?
Şıklar:
A. Don
B. buz
C. Yağmur
D. Buhar",C,C
"Michael'ın kırmızı kan hücrelerinin oluşumu hakkında bir makale yazması gerekiyor. Kırmızı kan hücrelerinin oluşumu hakkında bilgi edinmek için dolaşım sisteminin yanı sıra başka hangi vücut sistemini araştırması gerekir?
Şıklar:
A. iskelet sistemi
B. bağışıklık sistemi
C. endokrin sistem
D. üreme sistemi",A,C
"Vadileri ve kanyonları ne oluşturur?
Şıklar:
A. buzullar
B. nehirler
C. rüzgâr
D. gelgit",B,B
"PH ölçeğinin hangi aralığı büyük olasılıkla asit yağmurunu içerir?
Şıklar:
A. 4-6
B. 5-7
C. 7-9
D. 10-12",A,A
"Rosaria, havuz suyu örneğinde tanımlayamadığı bir tür yapı keşfetti. Öğretmeni mikroskobuna baktı ve bunların kendi örneğindeki protistlerden biri tarafından üretilen zigotlar olduğunu açıkladı. Zigotlar hangi protiste aittir?
Şıklar:
A. amip
B. euglena
C. terliksi hayvan
D. volvox",D,D
"Dünya ısıyı uzaya yaydığına göre neden Dünya'nın yüzeyi soğumuyor?
Şıklar:
A. Dünya sürekli olarak Güneş'ten daha fazla ısı alır.
B. Dünya'da fotosentez yoluyla ısı sağlayan ormanlar vardır.
C. Dünya'da ısı depolayan okyanuslar var.
D. Dünya erimiş lavlardan gelen ekstra ısıyı emer.",A,D
"Bir nehir üzerine baraj inşa etmenin potansiyel olumsuz etkisi, barajın
Şıklar:
A. tortunun aşağı doğru akmasını önler.
B. Çiftliklerin kullanabileceği su miktarını artırır.
C. mevsimsel mansap taşkınlarını önler.
D. göldeki su kaybı oranını artırır.",A,D
"Karaciğer, depolama için glikozu glikojene dönüştürür. Bu fonksiyon neden kimyasal bir değişim olarak değerlendiriliyor?
Şıklar:
A. çünkü dönüşüm katıları sıvılara dönüştürür
B. çünkü dönüşüm karaciğerde daha az glikoza izin verir
C. çünkü dönüşüm bir maddeyi yenisine dönüştürüyor
D. çünkü dönüşüm karaciğer hücrelerinin şeklini değiştirir",C,C
"Organizmalar bir ekosistemdeki enerji akışında etkileşime girer. Etoburlar ve omnivorlar tüketici olarak sınıflandırılır. Hangi iki organizma aynı zamanda tüketici olarak sınıflandırılır?
Şıklar:
A. bakteri ve mantarlar
B. mantarlar ve temizleyiciler
C. parazitler ve otçullar
D. ayrıştırıcılar ve otçullar",C,D
"Kuvvetli bir asit ile kuvvetli bir bazın reaksiyonunun ürünleri nelerdir?
Şıklar:
A. bir tuz ve su
B. iki farklı unsur
C. zayıf bir asit ve zayıf bir baz
D. hidrojen iyonları ve hidroksit iyonları",A,A
"Kış aylarında tatlı su havuzlarında organizmaların hayatta kalabilmesi için suyun hangi özelliği gereklidir?
Şıklar:
A. Su polar bir moleküldür.
B. Suyun yüzey gerilimi yüksektir.
C. Su katı halden doğrudan gaz haline geçebilir.
D. Su katı haldeyken sıvı halinde olduğundan daha az yoğundur.",D,D
"Bir örümcek popülasyonunda üç farklı boyut vardır: küçük, orta ve büyük. Büyük örümcekler yırtıcı hayvanlar tarafından kolaylıkla görülebilir. Küçük örümcekler yiyecek bulmakta zorlanırlar. Birçok nesilden sonra nüfusa büyük olasılıkla ne olacak?
Şıklar:
A. Orta boy örümcekler en bol olanlardır.
B. Büyük örümcekler yırtıcılardan saklanmayı öğrenecekler.
C. Küçük ve orta boy örümcekler en az sayıda olanlardır.
D. Küçük ve büyük örümcekler mutasyona uğrayacak.",A,C
"Bitkilerdeki hangi süreç omurgalılardaki eşeyli üremeye en çok benzer?
Şıklar:
A. hücre bölünmesi
B. kendi kendine tozlaşma
C. çapraz tozlaşma
D. tohum gelişimi",C,D
"Hangi ifade Güneş'in okyanuslar üzerindeki etkisini en iyi şekilde tanımlar?
Şıklar:
A. Güneş dalgaların oluşumunu etkiler.
B. Güneş su parçacıkları yaratır.
C. Güneş ışınları organizmaların yüzeye çıkmasına neden olur.
D. Güneş mineral sağlar.",A,C
"Dünyanın Güneş etrafında bir devrim yapması yaklaşık ne kadar sürer?
Şıklar:
A. bir gün
B. bir hafta
C. bir ay
D. bir yıl",D,D
"Yaprak bitleri, belirli bitki türleriyle beslenen küçük, yumuşak gövdeli böceklerdir. Bir yaprak biti besin ağının hangi seviyesini işgal eder?
Şıklar:
A. üretici
B. ayrıştırıcı
C. birinci düzey tüketici
D. ikinci düzey tüketici",C,C
"Bir tilki, çoğu tilkiden daha iyi işitme duyusuna sahip bir yavru doğurdu. Bu küçük değişiklik nasıl olur da büyük olasılıkla orijinal tilkiden farklı torunların ortaya çıkmasına neden olabilir?
Şıklar:
A. Daha iyi işitme duyusuna sahip olan tilkiler, diğer tilkilere göre daha sık mutasyona uğrayabilir.
B. Daha iyi işitme duyusuna sahip olan tilkiler daha sık avlanabilir.
C. Zamanla bu tilkinin torunları avını diğer tilkilerden daha iyi duyabilir ve avlayabilir.
D. Zamanla bu tilkinin torunlarının nesli tükenebilir.",C,C
"Bir kereste şirketi 10.000 hektarlık ormanı 5 bölüme ayırıyor. Bölünmüş bölümlerin alanını gösterirken hangi birimin kullanılması en uygundur?
Şıklar:
A. inç kare (inç^2)
B. metrekare (m^2)
C. kilometrekare (km^2)
D. santimetre kare (cm^2)",C,B
"Hangisi mekanik enerji kullanımını en iyi şekilde temsil eder?
Şıklar:
A. ısı veren bir ampul
B. ışık sağlayan bir mum
C. bir çivi çakılıyor
D. bir kutu paslanıyor",C,C
"Bir öğrenci, bir yıl boyunca meydana gelen bir süreci incelemek için fotoğrafı kullanmak istiyor. Öğrencinin çalışması için bu eylemlerden hangisi en iyisidir?
Şıklar:
A. asit yağmuru nedeniyle yıpranan bir heykel
B. ilerleyen ve geri çekilen bir buzul
C. ağaç yaprakları renk değiştiriyor
D. toprak derinliği artıyor",C,B
"Öğrenciler cam kavanozdaki suyun sıcaklığını yükseltmek istiyorlar. Kavanoz tam güneş ışığı altında bir masanın üzerinde duruyor. Sıcak plaka kullanmadan sıcaklığı arttırmanın en hızlı yolu,
Şıklar:
A. suyun içinde bir saman.
B. camın etrafındaki şeffaf plastik sargı.
C. suda bir termometre.
D. camın etrafındaki siyah malzeme.",D,D
"Bir ekosistemde en fazla enerjiyi hangisi sağlayabilir?
Şıklar:
A. bir mantar
B. bir çakal
C. bir çam ağacı
D. çimenli bir çayır",D,D
"Hangi iki bitki hücre yapısı güneş ışığından gelen enerjiyi depolamaktan ve daha sonra hücrelerin kullanması için serbest bırakmaktan sorumludur?
Şıklar:
A. kloroplast ve mitokondri
B. mitokondri ve hücre duvarı
C. Kloroplast ve çekirdek
D. çekirdek ve hücre duvarı",A,A
"Kibrit yakmak ve pasta pişirmek kimyasal değişimleri içeren iki eylemdir. Bu eylemler neden kimyasal değişim olarak kabul ediliyor?
Şıklar:
A. Maddenin durumunu değiştirirler.
B. Yeni maddeler yaratırlar.
C. Sesi değiştirirler.
D. Enerji yaratırlar.",B,A
"17. yüzyılda bilim insanları, diğer gezegenlere olan mesafeyi tahmin etmek için, gezegeni Dünya yüzeyindeki iki farklı yerden görüntüleme tekniğini ilk kez kullandılar. Bilim adamları Dünya'ya olan mesafeyi hesaplamak için gezegenin hangi özelliğini kullandılar?
Şıklar:
A. görünür parlaklık
B. görünen hareket
C. boyut
D. konum",D,B
"İki öğrenci bir binaya girdiklerinde Akrep takımyıldızının tam tepelerinde olduğunu fark ederler. Birkaç saat sonra binayı terk ettiklerinde, Akrep artık doğrudan tepede değildir. Bu ifadelerden hangisi Akrep'in neden farklı bir konumda göründüğünü açıklıyor?
Şıklar:
A. Dünya kendi ekseni etrafında dönmektedir.
B. Dünya güneşin etrafında döner.
C. Yıldızlar uzayda hareket ediyor.
D. Ayın yerçekimi yıldızları çeker.",A,A
"Bilim insanları, yeni bilgiler elde edildiğinde sıklıkla sonuçları değiştirirler. Yeni bilgilerin elde edilmesi nedeniyle hangi ifade değiştirildi?
Şıklar:
A. Ay uzaydadır.
B. Bitkiler kendi besinlerini kendileri üretirler.
C. Güneş Dünya'nın etrafında döner.
D. Kağıt ürünleri ahşaptan gelir.",C,B
"Bir spor müsabakası sırasında hakem, takımları oyuna başlamaları ve durmaları konusunda uyarmak için düdük kullanır. Hakemin düdüğü sesinin her yöne yayılmasına neden olan şey nedir?
Şıklar:
A. yerdeki titreşimler
B. havanın titreşimleri
C. sismik dalgalar
D. ışık dalgaları",B,B
"Laboratuvarda kazara bir sızıntı olduğunda bilinmesi gereken en önemli şey
Şıklar:
A. Güvenlik gözlüklerinin saklandığı yer.
B. Zehir kontrolü için hangi numarayı aramalı?
C. yangın söndürücünün bulunduğu yer.
D. Temizlik için hangi malzemelerin kullanılması güvenlidir?",D,B
"Bay Fernandez'in sınıfı çözümler üzerinde çalışıyor. Hangi ifade bir çözümü en iyi şekilde tanımlar?
Şıklar:
A. Çözelti, bileşenleri her yerinde benzer olan bir karışımdır.
B. Çözelti, kimyasal reaksiyonun sıvı ürünüdür.
C. İki veya daha fazla sıvının bir araya gelmesiyle çözelti oluşur.
D. Bir çözüm farklı hacimlere sahip iki bileşenden oluşur.",A,C
"Hangi eylem kimyasal değişimi gösterir?
Şıklar:
A. Uzun saçlar kesilip kurutulur.
B. Tahta bir kalem bilenir ve kırılır.
C. Bir buz küpü erir ve berrak bir sıvı haline gelir.
D. Demir çivinin yüzeyi turuncu ve pullu hale gelir.",D,C
"Bir öğrenci bir araştırma yaptı ve sonuçların hipotezi desteklediğini buldu. Sonuçların güvenilir olduğundan emin olmak için öğrencinin
Şıklar:
A. bir grafik yapın.
B. bir rapor yaz.
C. farklı bir prosedür kullanın.
D. aynı işlemi tekrarlayın.",D,D
"Sıcak nesneler soğumaya başlar
Şıklar:
A. daha soğuk hava nesneye aktarılır.
B. Nesnedeki enerji çevredeki havaya aktarılır.
C. Nesnedeki atomlar havadaki oksijenle reaksiyona girer.
D. Nesnedeki enerji havadaki enerjiyi iptal eder.",B,B
"Bazı bilim insanları, sera gazları Dünya'nın iklimini değiştirdikçe kasırgaların sayısının ve şiddetinin artacağını öngörüyor. Bunun gerçekleşmesi için iklim değişikliğinin dünyayı değiştirerek etkilemesi gerekir.
Şıklar:
A. okyanusların derinlikleri.
B. Okyanuslardaki akıntıların hızı.
C. Okyanusların kimyasal bileşimleri.
D. Okyanuslardaki çözünmüş oksijen miktarı.",B,C
"Orak hücreli anemi, kırmızı kan hücresinin şeklini etkileyen bir durumdur. Etkilenmeyen bir birey AA genotipiyle temsil edilebilir. Etkilenen bir birey SS genotipiyle temsil edilebilir. Taşıyıcı olan bireyler AS genotipine sahiptir. Orak hücreli aneminin en iyi tanımı hangisidir?
Şıklar:
A. çoklu aleller
B. eksik hakimiyet
C. homozigot resesif
D. heterozigot baskın",B,D
"Aşağıda gösterilen reaksiyondaki ürünler nelerdir? HCl + NaOH ->
Şıklar:
A. Na + Cl_{2}
B. NaCL + OH
C. NaOH + Cl
D. NaCl + H_{2}O",D,D
"Dünya yüzeyindeki hangi değişiklik su döngüsüyle en doğrudan ilişkilidir?
Şıklar:
A. çökeltilerin birikmesi
B. bir dağın yükseltilmesi
C. okyanus hendeklerinin oluşumu
D. tektonik plakaların hareketi",A,D
"Hangi ifade bakır elementiyle ilgili bir görüştür?
Şıklar:
A. Bakır iyi bir elektrik iletkenidir.
B. Bakırın gümüşle karışımı pahalıdır.
C. Bakır dövülerek birçok şekle sokulabilir.
D. Bakır mükemmel bir ısı iletkenidir.",B,A
"Bitkilerde ksilem ve floem, kullanım ve depolama için suyu ve besin maddelerini bitki içinde hareket ettirir. İnsanlarda da benzer işleve sahip bir organ sistemi
Şıklar:
A. gergin sistem.
B. solunum sistemi.
C. kardiyovasküler sistem.
D. Örtü sistemi.",C,C
"Havuzdaki bir balığın, kendi türündeki diğer balıklardan daha uzun koruyucu dikenleri vardır. Dikenleri balıkları yırtıcılardan korur. Balığın çok sayıda yavrusu vardır ve bunların dikenleri de uzundur. Hangi ifade olayı en iyi şekilde açıklıyor?
Şıklar:
A. Bir mutasyon balıkta faydalı bir değişikliğe neden oldu.
B. Bir mutasyon balıkta zararlı bir değişikliğe neden oldu.
C. Daha uzun dikenler balıklarda genetik değişime neden oldu.
D. Daha uzun dikenler balıklarda geçici bir değişime neden oldu.",A,A
"Hangi ifade bir görüştür?
Şıklar:
A. Birçok bitki yeşildir.
B. Birçok bitki çok güzel.
C. Bitkiler güneş ışığına ihtiyaç duyar.
D. Bitkiler farklı yerlerde büyüyebilir.",B,C
"Aşağıdakilerden hangisi insanların yenilenemeyen kaynakları kullanma ihtiyacını azaltır?
Şıklar:
A. kağıt ürünlerinin geri dönüşümü
B. haftada bir kez çimleri sulamak
C. Yakıt tasarrufu sağlayan otomobiller tasarlamak
D. elektrik üretmek için kömür kullanmak",C,A
"Kömür ve doğalgaz gibi yakıtların kaynağı nedir?
Şıklar:
A. bir zamanlar yaşayan organizmalar
B. soğuk su okyanusları
C. Patlayan volkanlar
D. Orman yangınları",A,A
"Kretase döneminde memeli çeşitliliğinin patlamasına neden olan olay büyük olasılıkla hangisidir?
Şıklar:
A. süper kıta Pangea'nın oluşumu
B. yoğun volkanik aktivite
C. daha soğuk sıcaklıklar
D. yükselen deniz seviyeleri",C,A
"Kontrollü bir deney yaparken tarafsız sonuçlar elde etmenin en güvenilir yolu hangisidir?
Şıklar:
A. Birden fazla kontrol grubu kullanın.
B. Farklı bir deney grubu deneyin.
C. Yanlışsa hipotezi değiştirin.
D. Prosedürü her seferinde tam olarak aynı şekilde tekrarlayın.",D,D
"Atmosferdeki oksijen seviyesinin artması sonucunda Dünya üzerindeki organizma türleri değişti. Dünya atmosferindeki bu oksijen birikimine hangi süreç katkıda bulundu?
Şıklar:
A. metanın metabolik üretimi
B. inorganik nitrojenden nitrat üretimi
C. Enerji açığa çıkarmak için şekerlerin aerobik parçalanması
D. ışık enerjisinin kimyasal bağ enerjisine dönüşümü",D,C
"Astronotların uzay kıyafetlerinin dış katmanları onları korumak için yansıtıcıdır.
Şıklar:
A. uzayın boşluğu.
B. yoğun güneş ışığı.
C. mikrometeoroidler.
D. su kaybı.",B,B
"Bir nesne mıknatıs tarafından çekilir. Mıknatıs nesneden uzaklaştırıldığında, nesneye etki eden manyetik kuvvet
Şıklar:
A. azaltmak
B. arttırmak
C. aynı kalır",A,A
"Geçtiğimiz milyon yılda Nevada'nın dağ sıralarını hangi süreç yukarıya doğru itti?
Şıklar:
A. çevredeki malzemenin erozyonu
B. fay hatları boyunca sismik aktivite
C. çoklu volkanik patlamalar
D. rüzgarla taşınan çökeltilerin birikmesi",B,B
"Bir öğrenci ışığın farklı yüzeylere çarptığında nasıl davrandığını araştırıyor. Buzlu bir pencere camı bölmesi, şeffaf bir pencere camı bölmesi, bir aynası ve bir karton parçası var. Bu nesnelerden hangisi en fazla ışığı saçar?
Şıklar:
A. ayna yansıtıcı olduğundan
B. opak olduğu için karton parçası
C. şeffaf pencere camı, çünkü şeffaftır
D. buzlu pencere camı, çünkü yarı saydamdır",D,C
"Ton balığı, küçük, hızlı hareket eden avları yakalamaya iyi adapte olmuş bir okyanus balığıdır. Aşağıdaki adaptasyonlardan hangisi bir ton balığının avını yakalamak için hızlı yüzmesine en çok yardımcı olur?
Şıklar:
A. büyük yüzgeçler
B. keskin diş
C. küçük solungaçlar
D. sert terazi",A,C
"Öğrencilerin laboratuvar deneylerini güvenli ve doğru bir şekilde yapabilmeleri için
Şıklar:
A. diğer öğrencilerin yaptıklarını kopyalayın.
B. Öğretmenden önce deneyin tamamını göstermesini isteyin.
C. Talimatları ezberledikten sonra deneyi gerçekleştirin.
D. Deneye başlamadan önce tüm talimatları okuyup anlayın.",D,D
"Bir grup öğrenci su kaynadığında kabarcıkların oluştuğunu gözlemledi. Sudaki fiziksel değişim nedeniyle maddeye ne oldu?
Şıklar:
A. Baloncuklarda yeni madde yaratıldı.
B. Suyun gaza dönüşmesiyle eski madde yok oldu.
C. Madde form değiştirdiğinde korunurdu.
D. Konunun içeriği değişti.",C,B
"1 gram su buharlaştırıldığında su buharının hacmi artar ancak kütlesi sabit kalır. Suyun kütlesi neden sabit kalıyor?
Şıklar:
A. Suyun sıcaklığı sabit kalır.
B. Suya etki eden basınç sabit kalır.
C. Sudaki atom sayısı sabit kalır.
D. Su molekülleri arasındaki mesafe sabit kalır.",C,C
"Eski bir tişört daha küçük parçalara bölünerek paçavra olarak kullanılabilir. Ev bitkilerini sulamak için boş bir süt kabı kullanılabilir. Her ikisi de bunun nasıl olduğunu gösteren örneklerdir.
Şıklar:
A. su tasarrufu gelecekteki kaynakları korur
B. eski malzemeleri kullanmak para israfına neden olabilir
C. bitkilerin sağlıklı olması için suya ihtiyacı vardır
D. günlük malzemeler yeniden kullanılabilir",D,D
"Kıtaların kayması kavramı, yani kıtaların okyanus tabanları üzerinde sürüklenmesi kavramı 1915 yılında Alfred Wegner tarafından ortaya atılmıştır. 1960'lı yıllarda bu kavramın yerini levha tektoniği teorisi almıştır. Kıtaların kayması kavramından levha tektoniği teorisine geçiş aşağıdakilerden hangisini gerektirdi?
Şıklar:
A. Fay zonları boyunca meydana gelen güçlü depremler
B. bilim insanları arasında paylaşılan veri ve fikirler
C. Kongre tarafından kabul edilen bilimsel bir yasa
D. öğretmenler yeni teoriyi öğretmeye başlıyor",B,B
"Toprak, aşağıdakileri içerebilecek birçok maddenin bir karışımıdır:
Şıklar:
A. güneş, su, kil ve kum.
B. kum, kil, rüzgar ve çakıl taşları.
C. kum, kil, ölü bitkiler ve ölü hayvanlar.
D. yapraklar, ince dallar, güneş ve rüzgar.",C,C
"Öğrenciler hangi tür uçurtmanın en yüksekte uçtuğunu keşfetmek için uçurtma tasarlıyorlar. Yüksekten uçacak bir uçurtma tasarlarken dikkate alınması gereken en önemli şey hangisidir?
Şıklar:
A. IP uzunluğu
B. yüzey alanı
C. Kullanılan malzemeler
D. günün zamanı",B,B
"Nehir yataklarında bulunan kayalar ve çakıl taşları neden genellikle pürüzsüzdür?
Şıklar:
A. Nehir yataklarındaki kayalar ve çakıllar çok eski değil.
B. Su üzerlerinden akarken kayalar ve çakıl taşları birbirine sürtünür.
C. Nehirler yalnızca pürüzsüz kayaların ve çakılların üzerinden akabilir.
D. Nehirlerdeki organizmalar kayaları ve çakıl taşlarını parçalar.",B,B
"Çamaşır deterjanları bir zamanlar yüksek konsantrasyonda fosfor bileşiği içerecek şekilde üretildi. Bu bileşikleri içeren atık su göllere aktığında fosfor, algler için besin maddesi haline geldi. Göllerdeki alg popülasyonları arttıkça süksesyon da hızlandı. Uzun bir süre sonra, deterjandaki fosforun bir sonucu olarak göl nasıl bir hal alır?
Şıklar:
A. kanyon
B. çöl
C. bataklık
D. nehir",C,C
"Aşağıdakilerden hangisi atomun parçalarından değildir?
Şıklar:
A. proton
B. izotop
C. çekirdek
D. elektron",B,D
"Su kütlelerinin yüzeyinden suyun buharlaşmasına neden olan birincil enerji kaynağı nedir?
Şıklar:
A. Güneş radyasyonu
B. bitkiler tarafından terleme
C. yakındaki kara kütlelerinden gelen ısı
D. sudaki konveksiyon akımları",A,A
"Yeni keşfedilen bir organizmayı sınıflandırmak için bir bilim adamı organizmanın yapısını, DNA'sını ve yaşam döngüsünü araştırır. Bilim adamı büyük olasılıkla araştırmanın sonuçlarını aşağıdaki amaçlar için kullanacaktır:
Şıklar:
A. Yeni bilimsel yöntemler geliştirin.
B. Bilimsel bilgiyi gözden geçirin.
C. yeni hipotezler oluşturur.
D. bilimsel teorileri çürütür.",B,"B, C, D"
"Ahşap ne zaman yenilenemez bir kaynaktır?
Şıklar:
A. Yeniden dikilenden daha fazla ağaç hasat edildiğinde.
B. Ağaçlar aynı oranda hasat edilip yeniden dikildiğinde.
C. Ağaçlar enerji kaynağı olarak kullanıldığında.
D. Ağaçlar maddi kaynak olarak kullanıldığında.",A,A
"Güneş'in hangi katmanında nükleer füzyon meydana gelir?
Şıklar:
A. çekirdek
B. ışınım bölgesi
C. konveksiyon bölgesi
D. renk küre",A,A
"Çekirdeğini kaybetmiş bir hücre artık yenilenme yeteneğine sahip değildir.
Şıklar:
A. yiyecek üretmek.
B. genetik bilgiyi aktarır.
C. vücutta hareket edin.
D. enerji kullanın.",B,B
"Bir kızartma tavasının sapı genellikle kauçukla kaplanır çünkü kauçuk,
Şıklar:
A. ısı yalıtımı.
B. elektrik iletimi.
C. düşük bir erime noktası.
D. yapışmaz bir yüzey.",A,D
"Hangisi bir kağıt parçasının kimyasal değişime uğramasının bir yoludur?
Şıklar:
A. kağıdı ikiye katlayın
B. kağıdı suya batırın
C. kağıdı ateşle yakmak
D. kağıdı makasla kesin",C,B
"Bir ekosistemdeki ölü bitki ve hayvanların geri dönüşümünden en çok hangisi sorumludur?
Şıklar:
A. su
B. bakteri
C. balık
D. haşarat",B,B
"Afrika savanındaki filler çalıları ve küçük ağaçları yerler. Bu davranış araziyi temizler ve çimlerin büyümesini sağlar. Ceylanlar gibi otlayanlar otu yerler. Aslanlar ceylanları avlıyor. Bu senaryoda hangi iki organizma en işbirliğine dayalı ilişki içindedir?
Şıklar:
A. filler ve çalılar
B. çalılar ve aslanlar
C. filler ve ceylanlar
D. ceylanlar ve aslanlar",C,C
"Tablodaki bilgilerden öğrenciler hangi sonucu çıkarmalıdır?
Şıklar:
A. Daha çok bitki benzeri organizmalar var.
B. Daha çok hayvan benzeri organizmalar var.
C. Bitki benzeri organizmalar kendi başlarına hareket edemezler.
D. Hayvan benzeri organizmalar bitki benzeri organizmaları yerler.",A,B
"Yıldızlar oluşurken bir dizi süreç meydana gelir. Hangisi büyük olasılıkla yeni yıldızların oluşumuyla ilişkili bir süreçtir?
Şıklar:
A. Yıldızların çekirdeklerindeki hidrojen tükenmiştir.
B. Ölen yıldızlardan malzeme birikir.
C. Yıldızlardaki demir gibi elementler füzyona uğrar.
D. Yıldızların çekirdekleri Güneş'in iki katı kadar kütleye sahip oluyor.",B,B
"Elektriğin birçok kullanım alanı vardır. Hangi cihaz elektrik enerjisini faydalı ısı enerjisine dönüştürmek için tasarlanmıştır?
Şıklar:
A. saatli radyo
B. elektrikli soba
C. bir elektrik motoru
D. pil şarj cihazı",B,B
"Propan (C_{3}H_{8}) oda sıcaklığında bir gazdır. Hangi ifade oda sıcaklığında bir propan numunesinin fiziksel özelliklerini en iyi şekilde tanımlar?
Şıklar:
A. Belirli bir hacmi vardır ve bulunduğu kabın şeklini alır.
B. Belirsiz bir hacmi vardır ve bulunduğu kabın şeklini alır.
C. Belirli bir hacmi vardır ve şekli bulunduğu kaptan bağımsızdır.
D. Belirsiz bir hacmi vardır ve şekli bulunduğu kaptan bağımsızdır.",B,A
"Aşağıdakilerden hangisi televizyon yapımında kullanılan doğal kaynakları en iyi şekilde korur?
Şıklar:
A. bozuk televizyonunuzu onarın
B. indirimde olan bir televizyon satın almak
C. eski televizyonları çöpe atmak
D. okulunuza yeni bir televizyon bağışlayın",A,B
"Derideki bir kesiğin neden olduğu enfeksiyon, bunun doğrudan sonucudur.
Şıklar:
A. gen mutasyonu.
B. alerjik reaksiyon.
C. doku aşırı büyümesi.
D. yabancı hücre istilası.",D,D.
"Buharlaşma en yüksek oranda nerede gerçekleşir?
Şıklar:
A. nehirler
B. Canlı Yayınlar
C. haliçler
D. buzullar",C,D
"Bir yol inşa etmek için kırsal bir alan tamamen kayaya kadar temizlendi, ancak yol hiçbir zaman inşa edilmedi. Bölge yeniden büyümeye başladı. Büyük olasılıkla hangi organizmalar ilk önce yeniden ortaya çıktı?
Şıklar:
A. ağaçlar
B. çalılar
C. likenler ve yosunlar
D. yabani otlar ve yengeç otu",C,C
"Bir buzul eriyip geri çekildikçe, bir ana kaya tabakası açığa çıkar. Temelde bir topluluk oluşturan süreci hangi terim en iyi şekilde tanımlar?
Şıklar:
A. rahatsızlık
B. halefiyet
C. hava şartlarına maruz kalma
D. stabilizasyon",B,B
"Hangi faktör havadaki kükürt dioksit miktarını artırabilir?
Şıklar:
A. Tarım alanlarına gereğinden fazla gübre uygulanması
B. kömür yakıtlı elektrik üretim tesislerinin işletilmesi
C. sıcak bir yaz günü
D. çok fazla yağmur",B,B
"Bir öğrenci buharlaşmanın gerçekleştiği sıcaklığı araştırıyor. Hangi ifade buharlaşmanın gerçekleştiğini en iyi şekilde gösterir?
Şıklar:
A. Yağmur gökten yağıyor.
B. Gökyüzü bulutlardan arınmış.
C. Çimlerin üzerinde su damlacıkları görünüyor.
D. Su damlacıkları çimlerden kayboluyor.",D,D
"Geç Ağır Bombardıman, yaklaşık 3,8 milyar yıl önce Dünya üzerinde yoğun bir kuyruklu yıldız çarpması dönemiydi. Bilim insanları, şu anda Dünya sisteminin hangi kısmında bulunan maddenin çoğunu bu dönemin sağladığına inanıyor?
Şıklar:
A. çekirdek
B. örtü
C. atmosfer
D. hidrosfer",D,B
"Özel bir aparat kullanılarak sudan (H_{2}O) elektrik akımı geçirildiğinde hidrojen (H_{2}) ve oksijen (O_{2}) gazları oluşur. Bu reaksiyon kimyasal bir denklemde nasıl gösterilebilir?
Şıklar:
A. H_{2}O -> H + O + H
B. 2H_{2}O(l) -> 2H_{2}(g) + O_{2}(g)
C. H:O:H -> H_{2}O
D. H_{2}O(l) -> 2H(g) + O(g)",B,B
"Hangi ifade bir ağaç dalının neden suda yüzdüğünü en iyi şekilde açıklar?
Şıklar:
A. Ahşap gözeneklidir.
B. Ahşap yüzerdir.
C. Ahşap hafiftir.
D. Ahşap manyetiktir.",B,A
"Deniz tarağı, istiridye ve midye sudan süzülen planktonları yerler. Büyük bir su kütlesindeki plankton miktarı önemli ölçüde azalırsa istiridyeler, istiridyeler ve midyeler büyük olasılıkla nasıl etkilenir?
Şıklar:
A. Sayıları artacaktı.
B. Yeni bir besin kaynağı bulacaklardı.
C. Diğer hayvanlara yem olacaklardı.
D. Sınırlı bir yiyecek kaynağı için rekabet edeceklerdi.",D,D
"Newton'un birinci hareket yasası, istirahat halindeki bir cismin, dışarıdan bir kuvvet uygulanmadığı sürece hareketsiz kalacağını belirtir. Hangi aktivite bu yasaya örnektir?
Şıklar:
A. Bir futbol tişörtten atılır.
B. Bir beyzbol oyuncusu ikinci aşamaya kayıyor.
C. Şelalenin üzerinde yüzen bir çubuk taşınır.
D. Bisiklet yokuş aşağı indikçe daha hızlı gider.",A,C
"Araştırmacılar yakın zamanda insanlarda daha önce bilim tarafından bilinmeyen bir gen keşfettiler. Hangi ifade genin muhtemelen daha erken keşfedilmediğini en iyi şekilde açıklar?
Şıklar:
A. Gen, insanlarda yakın zamanda evrimleşti.
B. Genleri incelemek için kullanılan teknoloji hâlâ geliştirilme aşamasındadır.
C. Bilim insanları birkaç yıl öncesine kadar genlerle ilgilenmiyordu.
D. Bilim insanları olası her geni zaten keşfettiklerinden emindi.",B,C
"Birçok atın sonbaharda kalın bir kürkü olur ve bu kürkü ilkbaharda döker. Bilim insanları bu değişikliğe sıcaklığın mı yoksa günlük gün ışığı miktarının mı (fotoperiyot denir) neden olduğundan emin değillerdi. Böylece bir deney yaptılar ve biyolojik değişikliklerden fotoperiyottaki değişimin sorumlu olduğu sonucuna vardılar. Hangi koşulların neden olduğu dökülme bu sonuca varmalarına yardımcı olmuş olabilir?
Şıklar:
A. sabit bir fotoperiyot, ancak değişken sıcaklıklar
B. Çeşitli bir fotoperiyot ve çeşitli sıcaklıklar
C. sabit bir fotoperiyot ve sabit bir sıcaklık
D. değişken bir fotoperiyot, ancak sabit bir sıcaklık",D,B
