ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,question,answer,answerKey
14769,Bilgisayarlar ve Elektronik,[header] Anne babanızı tavşan almanıza izin vermeye nasıl ikna edersiniz? [title] Tavşan bakımının temelleri hakkında biraz araştırma yapın. [adım] Anne babanız herhangi bir evcil hayvana nasıl bakacağınızı bildiğinizden emin olmak istiyor. Humane Society ve Aspca gibi web sitelerinde tavşan bakımının temellerini arayarak çevrimiçi olarak biraz zaman geçirin.,,[header] Anne babanızı tavşan almanıza izin vermeye nasıl ikna edersiniz? [title] Tavşan bakımının temelleri hakkında biraz araştırma yapın. [adım] Anne babanız herhangi bir evcil hayvana nasıl bakacağınızı bildiğinizden emin olmak istiyor. Humane Society ve Aspca gibi web sitelerinde tavşan bakımının temellerini arayarak çevrimiçi olarak biraz zaman geçirin.,"['[alt adımlar] Tavşanlar genellikle sedir veya talaşlarla dolu kafeslerde veya kulübelerde yaşarlar. Eğer ebeveynleriniz karışıklık konusunda endişeleniyorsa, tavşanlara çöp eğitimi verilebilir.'
 'Farklı tavşan seçeneklerinin yanı sıra ebeveynlerinizin seçimlerine de göz atın. Fiyat, olanaklar ve özel kürk mağazalarındaki tavşan kıyafetlerinin bulunabilirliği açısından ne bekleyeceğinizi öğrenmek için internette biraz araştırma yapın.'
 'Bazen bu web siteleri su kabını, iyi bakım talimatlarını ve ayrıca yiyecek ve su dağıtmak gibi bazı temel kuralları görmenize olanak tanır. [alt adımlar] Ayrıca saygın bir kaynaktan bir tavşanın bakımını araştırın.'
 '[title] Bir tavşanın eve ne getirmesine izin verildiğini öğrenin. [adım] Birçok barınak veya kurtarma kuruluşu, tavşanlarının bahçelerde açık havada dolaşmasına izin vermiyor.']",wikihow~24416,train,indomain,0,"[header] Anne babanızı tavşan almanıza izin vermeye nasıl ikna edersiniz? [title] Tavşan bakımının temelleri hakkında biraz araştırma yapın. [adım] Anne babanız herhangi bir evcil hayvana nasıl bakacağınızı bildiğinizden emin olmak istiyor. Humane Society ve Aspca gibi web sitelerinde tavşan bakımının temellerini arayarak çevrimiçi olarak biraz zaman geçirin.
Şıklar:
A- [alt adımlar] Tavşanlar genellikle sedir veya talaşlarla dolu kafeslerde veya kulübelerde yaşarlar. Eğer ebeveynleriniz karışıklık konusunda endişeleniyorsa, tavşanlara çöp eğitimi verilebilir.
B- Farklı tavşan seçeneklerinin yanı sıra ebeveynlerinizin seçimlerine de göz atın. Fiyat, olanaklar ve özel kürk mağazalarındaki tavşan kıyafetlerinin bulunabilirliği açısından ne bekleyeceğinizi öğrenmek için internette biraz araştırma yapın.
C- Bazen bu web siteleri su kabını, iyi bakım talimatlarını ve ayrıca yiyecek ve su dağıtmak gibi bazı temel kuralları görmenize olanak tanır. [alt adımlar] Ayrıca saygın bir kaynaktan bir tavşanın bakımını araştırın.
D- [title] Bir tavşanın eve ne getirmesine izin verildiğini öğrenin. [adım] Birçok barınak veya kurtarma kuruluşu, tavşanlarının bahçelerde açık havada dolaşmasına izin vermiyor.","[alt adımlar] Tavşanlar genellikle sedir veya talaşlarla dolu kafeslerde veya kulübelerde yaşarlar. Eğer ebeveynleriniz karışıklık konusunda endişeleniyorsa, tavşanlara çöp eğitimi verilebilir.",A
22087,Egzersiz yapmak,Bir kadının kameraya konuştuğu görülüyor ve kameraya konuşurken yaptığı karın egzersizlerinin kliplerini gösteriyor.,kadın,Bir kadının kameraya konuştuğu görülüyor ve kameraya konuşurken yaptığı karın egzersizlerinin kliplerini gösteriyor. kadın,"['vücudunun bir kısmı hareket etmeye başlarken, kaldırmaya devam ediyor ve ardından hareketlerine karşı koymak için çeşitli nesnelerin etrafında hulahoplar atıyor.'
 'Kollarını farklı yerlere hareket ettirerek ve kameraya konuşarak düzgün bir şekilde nasıl oturulacağını gösteriyor.'
 'Kalçalarını ovuşturarak ve bir egzersiz ekipmanı tutarak geriye ve dördüncüye doğru hareket etmeye devam ediyor.'
 'konuşmaya devam ediyor ve hamlelerle ve aşağıya doğru ona doğru yol alıyor.']",activitynet~v_M6yAoJJQvGY,train,indomain,1,"Bir kadının kameraya konuştuğu görülüyor ve kameraya konuşurken yaptığı karın egzersizlerinin kliplerini gösteriyor. kadın
Şıklar:
A- vücudunun bir kısmı hareket etmeye başlarken, kaldırmaya devam ediyor ve ardından hareketlerine karşı koymak için çeşitli nesnelerin etrafında hulahoplar atıyor.
B- Kollarını farklı yerlere hareket ettirerek ve kameraya konuşarak düzgün bir şekilde nasıl oturulacağını gösteriyor.
C- Kalçalarını ovuşturarak ve bir egzersiz ekipmanı tutarak geriye ve dördüncüye doğru hareket etmeye devam ediyor.
D- konuşmaya devam ediyor ve hamlelerle ve aşağıya doğru ona doğru yol alıyor.",Kollarını farklı yerlere hareket ettirerek ve kameraya konuşarak düzgün bir şekilde nasıl oturulacağını gösteriyor.,B
46331,Baton döndürme,Bandonun önünde beyazlar giyinmiş bir kişi yürüyor. Bando takımı çalmaya başlıyor.,beyaz giyinmiş birey,Bandonun önünde beyazlar giyinmiş bir kişi yürüyor. Bando takımı çalmaya başlıyor. beyaz giyinmiş birey,"['şarkıyı zarif bir şekilde bitirir.'
 'bir süre duruyor ve sonra yere düşüyor.'
 'copla bir rutin gerçekleştirir.' 'sahnede dans ediyor.']",activitynet~v_MMVfzKCnpnI,train,indomain,2,"Bandonun önünde beyazlar giyinmiş bir kişi yürüyor. Bando takımı çalmaya başlıyor. beyaz giyinmiş birey
Şıklar:
A- şarkıyı zarif bir şekilde bitirir.
B- bir süre duruyor ve sonra yere düşüyor.
C- copla bir rutin gerçekleştirir.
D- sahnede dans ediyor.",copla bir rutin gerçekleştirir.,C
34560,Bıçakların bilenmesi,Kişi makineye yeni bir kayış takar. Kişi ikinci kayıştaki bıçağı keskinleştirir. Kişi ikinci kemeri çıkarır.,kişi,Kişi makineye yeni bir kayış takar. Kişi ikinci kayıştaki bıçağı keskinleştirir. Kişi ikinci kemeri çıkarır. kişi,"['kahrolası tekerleği kaldırır ve her şeyi zincirler.'
 'kılıcı makineye geri koyar.' 'üçüncü kemerini takar.'
 'kayışı çıkarır ve yeni kayışı düzeltir.']",activitynet~v_pHAIrx_cRFU,val,zeroshot,2,"Kişi makineye yeni bir kayış takar. Kişi ikinci kayıştaki bıçağı keskinleştirir. Kişi ikinci kemeri çıkarır. kişi
Şıklar:
A- kahrolası tekerleği kaldırır ve her şeyi zincirler.
B- kılıcı makineye geri koyar.
C- üçüncü kemerini takar.
D- kayışı çıkarır ve yeni kayışı düzeltir.",üçüncü kemerini takar.,C
19861,Gençlik,[header] Okula yakışan makyaj nasıl yapılır? [title] Yüzünüzü yıkamak. [adım] Yüzünüzü yıkayarak başlayın. Kötü sivilceniz varsa cildinize uygun ve onu kurutmayan bir yüz yıkama jeli kullanın.,,[header] Okula yakışan makyaj nasıl yapılır? [title] Yüzünüzü yıkamak. [adım] Yüzünüzü yıkayarak başlayın. Kötü sivilceniz varsa cildinize uygun ve onu kurutmayan bir yüz yıkama jeli kullanın.,"['Sivilceniz şiddetliyse bunun yerine komedojenik olmayan bir ürün kullanın. Sert veya yağlı sivilceler için bir günlük yüz temizleyici veya nemlendirici satın alın.'
 '(proactiv, clean&clear, neutrogena vb. ürünler) sadece bazı lekeler oluşuyorsa yüzünüzü sadece ılık bir bez ve sabunla yıkamak mükemmel! [başlık] Vakfı.'
 'Ayrıca cildinizin ılık suyla nemlendirildiğinden emin olun. [alt adımlar] İyi bir nemlendirici kullandığınızdan da emin olabilirsiniz.'
 'Yüzünüzü nemlendirmek için bir nemlendirici kullanın veya yüzünüzü bir yüz temizleyici veya temizleme bandıyla temizleyin. [alt adımlar] Ayrıca bir yüz maskesi veya kirlenmesinin sakıncası olmayan maskelerden birini kullanabilirsiniz.']",wikihow~32802,train,indomain,1,"[header] Okula yakışan makyaj nasıl yapılır? [title] Yüzünüzü yıkamak. [adım] Yüzünüzü yıkayarak başlayın. Kötü sivilceniz varsa cildinize uygun ve onu kurutmayan bir yüz yıkama jeli kullanın.
Şıklar:
A- Sivilceniz şiddetliyse bunun yerine komedojenik olmayan bir ürün kullanın. Sert veya yağlı sivilceler için bir günlük yüz temizleyici veya nemlendirici satın alın.
B- (proactiv, clean&clear, neutrogena vb. ürünler) sadece bazı lekeler oluşuyorsa yüzünüzü sadece ılık bir bez ve sabunla yıkamak mükemmel! [başlık] Vakfı.
C- Ayrıca cildinizin ılık suyla nemlendirildiğinden emin olun. [alt adımlar] İyi bir nemlendirici kullandığınızdan da emin olabilirsiniz.
D- Yüzünüzü nemlendirmek için bir nemlendirici kullanın veya yüzünüzü bir yüz temizleyici veya temizleme bandıyla temizleyin. [alt adımlar] Ayrıca bir yüz maskesi veya kirlenmesinin sakıncası olmayan maskelerden birini kullanabilirsiniz.","(proactiv, clean&clear, neutrogena vb. ürünler) sadece bazı lekeler oluşuyorsa yüzünüzü sadece ılık bir bez ve sabunla yıkamak mükemmel! [başlık] Vakfı.",B
13029,Bilgisayarlar ve Elektronik,[başlık] Blender'da en iyi oluşturma ayarları nasıl seçilir [başlık] Bir çıktı dizini seçin. [adım] Ayrıca bir dosya türü seçin. [başlık] Bir çözünürlük seçin.,,[başlık] Blender'da en iyi oluşturma ayarları nasıl seçilir [başlık] Bir çıktı dizini seçin. [adım] Ayrıca bir dosya türü seçin. [başlık] Bir çözünürlük seçin.,"[""[adım] Kalite çözünürlüğü, kroma kamerada kullanılan ölçümlerdir. Bir öğütücünün veri tabanı görüntüsüne bakmak gibi, 250'ye kadar bir sayının taze dozda Khone örneği yayınlamaktan başka pek bir işe yaramayacağını göreceksiniz.""
 '[adım] Çözünürlüğü uygulamak için 250, 280, 100 veya 600 gibi bir çözünürlük seçmelisiniz. Görüntüyü bir klasör olarak dışa aktarmak istemiyorsanız, kullanmak için onu seçmeniz gerekecektir, her şey seçimlerle ilgilidir.'
 '[adım] Çoğu öğütme işleminde bir miktar sabit disk kullanılır. Ancak dosyanızın kararlılığı konusunda endişeleriniz varsa, dosyaya boşluk bırakmak isteyebilirsiniz.'
 '[adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.']",wikihow~21569,train,indomain,3,"[başlık] Blender'da en iyi oluşturma ayarları nasıl seçilir [başlık] Bir çıktı dizini seçin. [adım] Ayrıca bir dosya türü seçin. [başlık] Bir çözünürlük seçin.
Şıklar:
A- [adım] Kalite çözünürlüğü, kroma kamerada kullanılan ölçümlerdir. Bir öğütücünün veri tabanı görüntüsüne bakmak gibi, 250'ye kadar bir sayının taze dozda Khone örneği yayınlamaktan başka pek bir işe yaramayacağını göreceksiniz.
B- [adım] Çözünürlüğü uygulamak için 250, 280, 100 veya 600 gibi bir çözünürlük seçmelisiniz. Görüntüyü bir klasör olarak dışa aktarmak istemiyorsanız, kullanmak için onu seçmeniz gerekecektir, her şey seçimlerle ilgilidir.
C- [adım] Çoğu öğütme işleminde bir miktar sabit disk kullanılır. Ancak dosyanızın kararlılığı konusunda endişeleriniz varsa, dosyaya boşluk bırakmak isteyebilirsiniz.
D- [adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.","[adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.",D
16362,Aile hayatı,"[header] Yeni yürümeye başlayan çocuk kazaları nasıl önlenir [title] Yeni yürümeye başlayan çocuğunuza mümkün olduğunca göz kulak olun. [adım] Alabileceğiniz her türlü güvenlik önlemi olsa da ebeveyn denetiminin yerini hiçbir şey tutamaz. Yeni yürümeye başlayan çocuğunuzu her dakika denetleyemezsiniz, ancak ayağa kalktığında onu mümkün olduğunca yakından izleyin.",,"[header] Yeni yürümeye başlayan çocuk kazaları nasıl önlenir [title] Yeni yürümeye başlayan çocuğunuza mümkün olduğunca göz kulak olun. [adım] Alabileceğiniz her türlü güvenlik önlemi olsa da ebeveyn denetiminin yerini hiçbir şey tutamaz. Yeni yürümeye başlayan çocuğunuzu her dakika denetleyemezsiniz, ancak ayağa kalktığında onu mümkün olduğunca yakından izleyin.","['[alt adımlar] Küçük çocuğunuzu pencere ve merdiven çevresi, mutfak veya küvet gibi tehlikeli alanlarda izlemeye ekstra özen gösterin. Bu, yabancı evlerdeki oyun buluşmaları için daha da geçerlidir.'
 'Yeni yürümeye başlayan bir çocuğu göremediğinizde, bakıcıları onları görmeleri için ya sadece onlara doğru yürüyerek ya da tümseklerini işaret ederek uyarın. [alt adımlar] Bir yetişkin uğrayıp koşarak gelirse, onu da denetlemeniz gerekir.'
 'Şimdi ailenizin güvenliği konusunda endişelenmenin zamanı değil; ya da yürümeye başlayan çocuğunuza, kendi çocuğunuza baktığınız kadar göz kulak oluyorsunuz. [alt adımlar] Birkaç saatte bir müdahale etme cazibesine kapılsanız da, bu cazibeye karşı koyun.'
 '[alt adımlar] Bir bakıcı olarak yürümeye başlayan çocuğunuzu yakından izleyeceksiniz. Yeni yürümeye başlayan bir çocuğun okula başladığı ilk günde bile, çocuğunuzun davranışlarındaki değişiklikleri fark etmelisiniz.']",wikihow~27104,val,zeroshot,0,"[header] Yeni yürümeye başlayan çocuk kazaları nasıl önlenir [title] Yeni yürümeye başlayan çocuğunuza mümkün olduğunca göz kulak olun. [adım] Alabileceğiniz her türlü güvenlik önlemi olsa da ebeveyn denetiminin yerini hiçbir şey tutamaz. Yeni yürümeye başlayan çocuğunuzu her dakika denetleyemezsiniz, ancak ayağa kalktığında onu mümkün olduğunca yakından izleyin.
Şıklar:
A- [alt adımlar] Küçük çocuğunuzu pencere ve merdiven çevresi, mutfak veya küvet gibi tehlikeli alanlarda izlemeye ekstra özen gösterin. Bu, yabancı evlerdeki oyun buluşmaları için daha da geçerlidir.
B- Yeni yürümeye başlayan bir çocuğu göremediğinizde, bakıcıları onları görmeleri için ya sadece onlara doğru yürüyerek ya da tümseklerini işaret ederek uyarın. [alt adımlar] Bir yetişkin uğrayıp koşarak gelirse, onu da denetlemeniz gerekir.
C- Şimdi ailenizin güvenliği konusunda endişelenmenin zamanı değil; ya da yürümeye başlayan çocuğunuza, kendi çocuğunuza baktığınız kadar göz kulak oluyorsunuz. [alt adımlar] Birkaç saatte bir müdahale etme cazibesine kapılsanız da, bu cazibeye karşı koyun.
D- [alt adımlar] Bir bakıcı olarak yürümeye başlayan çocuğunuzu yakından izleyeceksiniz. Yeni yürümeye başlayan bir çocuğun okula başladığı ilk günde bile, çocuğunuzun davranışlarındaki değişiklikleri fark etmelisiniz.","[alt adımlar] Küçük çocuğunuzu pencere ve merdiven çevresi, mutfak veya küvet gibi tehlikeli alanlarda izlemeye ekstra özen gösterin. Bu, yabancı evlerdeki oyun buluşmaları için daha da geçerlidir.",A
42501,Bilgisayarlar ve Elektronik,[başlık] Google Chrome otomatik olarak nasıl güncellenir? [başlık] Google Chrome'u başlatın. [adım] Bilgisayarınızda Google Chrome'u arayın ve açın. Web tarayıcısı yüklenecektir.,,[başlık] Google Chrome otomatik olarak nasıl güncellenir? [başlık] Google Chrome'u başlatın. [adım] Bilgisayarınızda Google Chrome'u arayın ve açın. Web tarayıcısı yüklenecektir.,"['[title] Tarayıcının sağ üst köşesinde üç yatay çubuk bulunan düğmeye tıklayın. [adım] Bu, ana menüyü aşağıya getirecektir.'
 '[title] İstenirse Google hesabınızla oturum açın. [adım] Google kullanıcı adınızı ve şifrenizi gerekli alanlara girin ve devam etmek için "" giriş yap "" seçeneğini tıklayın.'
 '[başlık] Chrome geçmişi menüsüne gidin (yani: [adım] Chrome ana menüsü). ""Hatırlatıcılar""a ve kenar çubuğunda ""güncellemeler""in altına tıklayın.'
 'Gezinme menüsünü genişletmek için ekranın sağ üst köşesindeki adres çubuğuna dokunun. Gezinme menüsünü ortaya çıkarmak için ekranın sol üst köşesindeki büyütece dokunun.']",wikihow~69905,train,indomain,0,"[başlık] Google Chrome otomatik olarak nasıl güncellenir? [başlık] Google Chrome'u başlatın. [adım] Bilgisayarınızda Google Chrome'u arayın ve açın. Web tarayıcısı yüklenecektir.
Şıklar:
A- [title] Tarayıcının sağ üst köşesinde üç yatay çubuk bulunan düğmeye tıklayın. [adım] Bu, ana menüyü aşağıya getirecektir.
B- [title] İstenirse Google hesabınızla oturum açın. [adım] Google kullanıcı adınızı ve şifrenizi gerekli alanlara girin ve devam etmek için "" giriş yap "" seçeneğini tıklayın.
C- [başlık] Chrome geçmişi menüsüne gidin (yani: [adım] Chrome ana menüsü). ""Hatırlatıcılar""a ve kenar çubuğunda ""güncellemeler""in altına tıklayın.
D- Gezinme menüsünü genişletmek için ekranın sağ üst köşesindeki adres çubuğuna dokunun. Gezinme menüsünü ortaya çıkarmak için ekranın sol üst köşesindeki büyütece dokunun.","[title] Tarayıcının sağ üst köşesinde üç yatay çubuk bulunan düğmeye tıklayın. [adım] Bu, ana menüyü aşağıya getirecektir.",A
28619,Buzağı bağlama,"Bir adam ata biniyor, attan atlıyor, bir keçiye ip bağlıyor ve arka bacaklarını birbirine bağlıyor. Daha sonra yürür ve tekrar ata biner.",kalabalık,"Bir adam ata biniyor, attan atlıyor, bir keçiye ip bağlıyor ve arka bacaklarını birbirine bağlıyor. Daha sonra yürür ve tekrar ata biner. kalabalık","['yürüyüp bağlı başka bir hayvanla çiftleşirken ve sonra sürünerek uzaklaşırken onu alkışlıyor.'
 'tribünlerde arkasından tezahüratlar yapılıyor.'
 'alkışlıyor ve ellerini sallayarak uzaklaşıyor.'
 'tezahürat yapıyor ve rodeo etkinliğine doğru atlarını ileri geri sürüyor.']",activitynet~v_PBzlHfEMU5s,train,indomain,1,"Bir adam ata biniyor, attan atlıyor, bir keçiye ip bağlıyor ve arka bacaklarını birbirine bağlıyor. Daha sonra yürür ve tekrar ata biner. kalabalık
Şıklar:
A- yürüyüp bağlı başka bir hayvanla çiftleşirken ve sonra sürünerek uzaklaşırken onu alkışlıyor.
B- tribünlerde arkasından tezahüratlar yapılıyor.
C- alkışlıyor ve ellerini sallayarak uzaklaşıyor.
D- tezahürat yapıyor ve rodeo etkinliğine doğru atlarını ileri geri sürüyor.",tribünlerde arkasından tezahüratlar yapılıyor.,B
32327,Finans ve İşletme,[header] Arızalı tıbbi cihaz toplu dava davasına nasıl katılınır? [title] Cihaz hakkında bilgi alın. [adım] Katılacak uygun toplu eylemleri bulmak için hangi cihazın arızalı olduğunu anlamanız gerekir. Bu bilgiyi bulmak için cihazı implante eden cerrah veya doktorla iletişime geçin.,,[header] Arızalı tıbbi cihaz toplu dava davasına nasıl katılınır? [title] Cihaz hakkında bilgi alın. [adım] Katılacak uygun toplu eylemleri bulmak için hangi cihazın arızalı olduğunu anlamanız gerekir. Bu bilgiyi bulmak için cihazı implante eden cerrah veya doktorla iletişime geçin.,"['Bu vakaya sınıftan kaç üyenin dahil olduğu hakkında konuşun. [alt adımlar] Farklı bir marka cihaz kullanıyorsanız kimliğinizi değiştirmenizde bir sakınca olmayabilir.'
 'Yakınınızda kısa süre kalabileceğiniz hastane odalarının bulunduğu bir hastane var. [alt adımlar] Doktorunuz size kazayla ilgili diğer engelli yolcular hakkında bilgi verebilir.'
 'Bu sorunun cevabı şunları içerecektir: [alt adımlar] Cihaza karşı açılan davada belirtildiği gibi, aynı fikirde değilseniz cihazın arızalı olup olmadığı. Örneğin muayene sırasında kan bozukluğu tanısı almış olabilirsiniz.'
 '[alt adımlar] Cihazın yılını, markasını ve modelini öğrenin. Doktor cihazı doğrudan üreticiden satın almadıysa cihazı doktora satan distribütörü öğrenin.']",wikihow~53292,train,indomain,3,"[header] Arızalı tıbbi cihaz toplu dava davasına nasıl katılınır? [title] Cihaz hakkında bilgi alın. [adım] Katılacak uygun toplu eylemleri bulmak için hangi cihazın arızalı olduğunu anlamanız gerekir. Bu bilgiyi bulmak için cihazı implante eden cerrah veya doktorla iletişime geçin.
Şıklar:
A- Bu vakaya sınıftan kaç üyenin dahil olduğu hakkında konuşun. [alt adımlar] Farklı bir marka cihaz kullanıyorsanız kimliğinizi değiştirmenizde bir sakınca olmayabilir.
B- Yakınınızda kısa süre kalabileceğiniz hastane odalarının bulunduğu bir hastane var. [alt adımlar] Doktorunuz size kazayla ilgili diğer engelli yolcular hakkında bilgi verebilir.
C- Bu sorunun cevabı şunları içerecektir: [alt adımlar] Cihaza karşı açılan davada belirtildiği gibi, aynı fikirde değilseniz cihazın arızalı olup olmadığı. Örneğin muayene sırasında kan bozukluğu tanısı almış olabilirsiniz.
D- [alt adımlar] Cihazın yılını, markasını ve modelini öğrenin. Doktor cihazı doğrudan üreticiden satın almadıysa cihazı doktora satan distribütörü öğrenin.","[alt adımlar] Cihazın yılını, markasını ve modelini öğrenin. Doktor cihazı doğrudan üreticiden satın almadıysa cihazı doktora satan distribütörü öğrenin.",D
18947,Bilgisayarlar ve Elektronik,"[header] Nasıl harika bir couchsurfing sunucusu olunur? [title] Birlikte yaşadığınız insanlarla ev sahipliği yapma kararınızı tartışın. [adım] Kanepe sörfünde yerinizi paylaşmaya başlamadan önce, öncelikle birlikte yaşadığınız ailenizin veya arkadaşlarınızın fikrini alın. Misafir ağırlama konusundaki büyük planınızı kabul ettiklerinde, onları ne bekleyecekleri konusunda başlatın.",,"[header] Nasıl harika bir couchsurfing sunucusu olunur? [title] Birlikte yaşadığınız insanlarla ev sahipliği yapma kararınızı tartışın. [adım] Kanepe sörfünde yerinizi paylaşmaya başlamadan önce, öncelikle birlikte yaşadığınız ailenizin veya arkadaşlarınızın fikrini alın. Misafir ağırlama konusundaki büyük planınızı kabul ettiklerinde, onları ne bekleyecekleri konusunda başlatın.","['[alt adımlar] Misafirlerinizin her ay ne kadar ücret alacağını ve herhangi bir kısıtlama olup olmadığını öğrenin. Çocuklar ve gençler, konut maliyetlerinin ağırlığı ve tatil zamanlarını nasıl geçirecekleri konusunda açık olmalıdır.'
 '[alt adımlar] Ailesiyle birlikte yaşayan çoğu insan bunu eğlenceli bir sohbete dönüştürebilir. Hayatınızdaki her yeni adımda onların ilgisini çekebilmek için ilk birkaç couchsurfing sunucunuzun arkadaşlarını ve her yaştan arkadaşlarınızı dahil etmek isteyebilirsiniz.'
 '[title] Konuk listenizi kabul edin ve kabul edin. [adım] Temel kurallar herkes için belirlenmiştir ancak uygun sayıların belirlenmesi tavsiye edilir.'
 '[alt adımlar] Kanepe sörfçüleriniz zaten kapıdayken kötü türden bir sürprizle uğraşmak istemezsiniz. İstenmemekten daha kötü bir karşılama yoktur.']",wikihow~31238,train,indomain,3,"[header] Nasıl harika bir couchsurfing sunucusu olunur? [title] Birlikte yaşadığınız insanlarla ev sahipliği yapma kararınızı tartışın. [adım] Kanepe sörfünde yerinizi paylaşmaya başlamadan önce, öncelikle birlikte yaşadığınız ailenizin veya arkadaşlarınızın fikrini alın. Misafir ağırlama konusundaki büyük planınızı kabul ettiklerinde, onları ne bekleyecekleri konusunda başlatın.
Şıklar:
A- [alt adımlar] Misafirlerinizin her ay ne kadar ücret alacağını ve herhangi bir kısıtlama olup olmadığını öğrenin. Çocuklar ve gençler, konut maliyetlerinin ağırlığı ve tatil zamanlarını nasıl geçirecekleri konusunda açık olmalıdır.
B- [alt adımlar] Ailesiyle birlikte yaşayan çoğu insan bunu eğlenceli bir sohbete dönüştürebilir. Hayatınızdaki her yeni adımda onların ilgisini çekebilmek için ilk birkaç couchsurfing sunucunuzun arkadaşlarını ve her yaştan arkadaşlarınızı dahil etmek isteyebilirsiniz.
C- [title] Konuk listenizi kabul edin ve kabul edin. [adım] Temel kurallar herkes için belirlenmiştir ancak uygun sayıların belirlenmesi tavsiye edilir.
D- [alt adımlar] Kanepe sörfçüleriniz zaten kapıdayken kötü türden bir sürprizle uğraşmak istemezsiniz. İstenmemekten daha kötü bir karşılama yoktur.",[alt adımlar] Kanepe sörfçüleriniz zaten kapıdayken kötü türden bir sürprizle uğraşmak istemezsiniz. İstenmemekten daha kötü bir karşılama yoktur.,D
1081,Evcil Hayvanlar ve Hayvanlar,"[header] Camdan sert su lekeleri nasıl çıkarılır [title] En iyi sonuçları elde etmek için asitli bir temizleyici kullanın. [adım] Tuz ve suyu birleştirin ve karışımı mineral birikimini gidermek için kullanın. Tuz, ovalama tozu görevi görür ve lekeyi kesebilir.",,"[header] Camdan sert su lekeleri nasıl çıkarılır [title] En iyi sonuçları elde etmek için asitli bir temizleyici kullanın. [adım] Tuz ve suyu birleştirin ve karışımı mineral birikimini gidermek için kullanın. Tuz, ovalama tozu görevi görür ve lekeyi kesebilir.","['Karışımı bölgeye uygulayın ve temiz bir bez kullanarak lekeyi dairesel hareketlerle ovalayın. Tüm tuzlu su kalıntılarını gidermek için işiniz bittiğinde bardağı iyice durulayın.'
 '[title] Mürekkebi çıkarmak için lekeyi bir kağıt havluyla silin, ancak lekeyi ovalamayın. [adım] Asidik çözelti, kumaşa nüfuz etmesi ve camdaki mürekkebi çıkarması nedeniyle sert su lekelerinde iyi sonuç verir.'
 'Kullanımdan sonra kalıcı kalıntılar fark ederseniz, onlardan kurtulmak için asitli bir temizleyici kullanmayı deneyebilirsiniz. Doğal asitli bir temizleyicinin cama zarar verme olasılığı daha düşük olacaktır ve daha ucuz olabilir.'
 'Temizlerken lekeli bölgeyi yumuşak bir dokunuşla ovalayın veya törpüleyin ve suyla durulayın. [alt adımlar] Salisilik asit, setafil veya doğal ev tipi ağartıcı kullanmanıza bakılmaksızın herhangi bir asitli temizleyicinin iyi olması gerekir.']",wikihow~1778,val,indomain,0,"[header] Camdan sert su lekeleri nasıl çıkarılır [title] En iyi sonuçları elde etmek için asitli bir temizleyici kullanın. [adım] Tuz ve suyu birleştirin ve karışımı mineral birikimini gidermek için kullanın. Tuz, ovalama tozu görevi görür ve lekeyi kesebilir.
Şıklar:
A- Karışımı bölgeye uygulayın ve temiz bir bez kullanarak lekeyi dairesel hareketlerle ovalayın. Tüm tuzlu su kalıntılarını gidermek için işiniz bittiğinde bardağı iyice durulayın.
B- [title] Mürekkebi çıkarmak için lekeyi bir kağıt havluyla silin, ancak lekeyi ovalamayın. [adım] Asidik çözelti, kumaşa nüfuz etmesi ve camdaki mürekkebi çıkarması nedeniyle sert su lekelerinde iyi sonuç verir.
C- Kullanımdan sonra kalıcı kalıntılar fark ederseniz, onlardan kurtulmak için asitli bir temizleyici kullanmayı deneyebilirsiniz. Doğal asitli bir temizleyicinin cama zarar verme olasılığı daha düşük olacaktır ve daha ucuz olabilir.
D- Temizlerken lekeli bölgeyi yumuşak bir dokunuşla ovalayın veya törpüleyin ve suyla durulayın. [alt adımlar] Salisilik asit, setafil veya doğal ev tipi ağartıcı kullanmanıza bakılmaksızın herhangi bir asitli temizleyicinin iyi olması gerekir.",Karışımı bölgeye uygulayın ve temiz bir bez kullanarak lekeyi dairesel hareketlerle ovalayın. Tüm tuzlu su kalıntılarını gidermek için işiniz bittiğinde bardağı iyice durulayın.,A
