id,question,choices,answerKey,answer
MEA_2011_8_13,"Bir örümcek popülasyonunda üç farklı boyut vardır: küçük, orta ve büyük. Büyük örümcekler yırtıcı hayvanlar tarafından kolaylıkla görülebilir. Küçük örümcekler yiyecek bulmakta zorlanırlar. Birçok nesilden sonra nüfusa büyük olasılıkla ne olacak?
Şıklar:
A. Orta boy örümcekler en bol olanlardır.
B. Büyük örümcekler yırtıcılardan saklanmayı öğrenecekler.
C. Küçük ve orta boy örümcekler en az sayıda olanlardır.
D. Küçük ve büyük örümcekler mutasyona uğrayacak.","{'text': ['Orta boy örümcekler en bol olanlardır.', 'Büyük örümcekler yırtıcılardan saklanmayı öğrenecekler.', 'Küçük ve orta boy örümcekler en az sayıda olanlardır.', 'Küçük ve büyük örümcekler mutasyona uğrayacak.'], 'label': ['A', 'B', 'C', 'D']}",A,Orta boy örümcekler en bol olanlardır.
ACTAAP_2014_7_14,"Bitkilerdeki hangi süreç omurgalılardaki eşeyli üremeye en çok benzer?
Şıklar:
A. hücre bölünmesi
B. kendi kendine tozlaşma
C. çapraz tozlaşma
D. tohum gelişimi","{'text': ['hücre bölünmesi', 'kendi kendine tozlaşma', 'çapraz tozlaşma', 'tohum gelişimi'], 'label': ['A', 'B', 'C', 'D']}",C,çapraz tozlaşma
Mercury_7012740,"Hangi ifade Güneş'in okyanuslar üzerindeki etkisini en iyi şekilde tanımlar?
Şıklar:
A. Güneş dalgaların oluşumunu etkiler.
B. Güneş su parçacıkları yaratır.
C. Güneş ışınları organizmaların yüzeye çıkmasına neden olur.
D. Güneş mineral sağlar.","{'text': ['Güneş dalgaların oluşumunu etkiler.', 'Güneş su parçacıkları yaratır.', 'Güneş ışınları organizmaların yüzeye çıkmasına neden olur.', 'Güneş mineral sağlar.'], 'label': ['A', 'B', 'C', 'D']}",A,Güneş dalgaların oluşumunu etkiler.
NYSEDREGENTS_2014_4_2,"Dünyanın Güneş etrafında bir devrim yapması yaklaşık ne kadar sürer?
Şıklar:
A. bir gün
B. bir hafta
C. bir ay
D. bir yıl","{'text': ['bir gün', 'bir hafta', 'bir ay', 'bir yıl'], 'label': ['A', 'B', 'C', 'D']}",D,bir yıl
Mercury_7029558,"Yaprak bitleri, belirli bitki türleriyle beslenen küçük, yumuşak gövdeli böceklerdir. Bir yaprak biti besin ağının hangi seviyesini işgal eder?
Şıklar:
A. üretici
B. ayrıştırıcı
C. birinci düzey tüketici
D. ikinci düzey tüketici","{'text': ['üretici', 'ayrıştırıcı', 'birinci düzey tüketici', 'ikinci düzey tüketici'], 'label': ['A', 'B', 'C', 'D']}",C,birinci düzey tüketici
MEA_2016_8_1,"Bir tilki, çoğu tilkiden daha iyi işitme duyusuna sahip bir yavru doğurdu. Bu küçük değişiklik nasıl olur da büyük olasılıkla orijinal tilkiden farklı torunların ortaya çıkmasına neden olabilir?
Şıklar:
A. Daha iyi işitme duyusuna sahip olan tilkiler, diğer tilkilere göre daha sık mutasyona uğrayabilir.
B. Daha iyi işitme duyusuna sahip olan tilkiler daha sık avlanabilir.
C. Zamanla bu tilkinin torunları avını diğer tilkilerden daha iyi duyabilir ve avlayabilir.
D. Zamanla bu tilkinin torunlarının nesli tükenebilir.","{'text': ['Daha iyi işitme duyusuna sahip olan tilkiler, diğer tilkilere göre daha sık mutasyona uğrayabilir.', 'Daha iyi işitme duyusuna sahip olan tilkiler daha sık avlanabilir.', 'Zamanla bu tilkinin torunları avını diğer tilkilerden daha iyi duyabilir ve avlayabilir.', 'Zamanla bu tilkinin torunlarının nesli tükenebilir.'], 'label': ['A', 'B', 'C', 'D']}",C,Zamanla bu tilkinin torunları avını diğer tilkilerden daha iyi duyabilir ve avlayabilir.
Mercury_412527,"Bir kereste şirketi 10.000 hektarlık ormanı 5 bölüme ayırıyor. Bölünmüş bölümlerin alanını gösterirken hangi birimin kullanılması en uygundur?
Şıklar:
A. inç kare (inç^2)
B. metrekare (m^2)
C. kilometrekare (km^2)
D. santimetre kare (cm^2)","{'text': ['inç kare (inç^2)', 'metrekare (m^2)', 'kilometrekare (km^2)', 'santimetre kare (cm^2)'], 'label': ['A', 'B', 'C', 'D']}",C,kilometrekare (km^2)
Mercury_7132108,"Hangisi mekanik enerji kullanımını en iyi şekilde temsil eder?
Şıklar:
A. ısı veren bir ampul
B. ışık sağlayan bir mum
C. bir çivi çakılıyor
D. bir kutu paslanıyor","{'text': ['ısı veren bir ampul', 'ışık sağlayan bir mum', 'bir çivi çakılıyor', 'bir kutu paslanıyor'], 'label': ['A', 'B', 'C', 'D']}",C,bir çivi çakılıyor
Mercury_SC_400383,"Bir öğrenci, bir yıl boyunca meydana gelen bir süreci incelemek için fotoğrafı kullanmak istiyor. Öğrencinin çalışması için bu eylemlerden hangisi en iyisidir?
Şıklar:
A. asit yağmuru nedeniyle yıpranan bir heykel
B. ilerleyen ve geri çekilen bir buzul
C. ağaç yaprakları renk değiştiriyor
D. toprak derinliği artıyor","{'text': ['asit yağmuru nedeniyle yıpranan bir heykel', 'ilerleyen ve geri çekilen bir buzul', 'ağaç yaprakları renk değiştiriyor', 'toprak derinliği artıyor'], 'label': ['A', 'B', 'C', 'D']}",C,ağaç yaprakları renk değiştiriyor
Mercury_405876,"Öğrenciler cam kavanozdaki suyun sıcaklığını yükseltmek istiyorlar. Kavanoz tam güneş ışığı altında bir masanın üzerinde duruyor. Sıcak plaka kullanmadan sıcaklığı arttırmanın en hızlı yolu,
Şıklar:
A. suyun içinde bir saman.
B. camın etrafındaki şeffaf plastik sargı.
C. suda bir termometre.
D. camın etrafındaki siyah malzeme.","{'text': ['suyun içinde bir saman.', 'camın etrafındaki şeffaf plastik sargı.', 'suda bir termometre.', 'camın etrafındaki siyah malzeme.'], 'label': ['A', 'B', 'C', 'D']}",D,camın etrafındaki siyah malzeme.
Mercury_7032515,"Bir ekosistemde en fazla enerjiyi hangisi sağlayabilir?
Şıklar:
A. bir mantar
B. bir çakal
C. bir çam ağacı
D. çimenli bir çayır","{'text': ['bir mantar', 'bir çakal', 'bir çam ağacı', 'çimenli bir çayır'], 'label': ['A', 'B', 'C', 'D']}",D,çimenli bir çayır
OHAT_2010_8_35,"Hangi iki bitki hücre yapısı güneş ışığından gelen enerjiyi depolamaktan ve daha sonra hücrelerin kullanması için serbest bırakmaktan sorumludur?
Şıklar:
A. kloroplast ve mitokondri
B. mitokondri ve hücre duvarı
C. Kloroplast ve çekirdek
D. çekirdek ve hücre duvarı","{'text': ['kloroplast ve mitokondri', 'mitokondri ve hücre duvarı', 'Kloroplast ve çekirdek', 'çekirdek ve hücre duvarı'], 'label': ['A', 'B', 'C', 'D']}",A,kloroplast ve mitokondri
Mercury_7185448,"Kibrit yakmak ve pasta pişirmek kimyasal değişimleri içeren iki eylemdir. Bu eylemler neden kimyasal değişim olarak kabul ediliyor?
Şıklar:
A. Maddenin durumunu değiştirirler.
B. Yeni maddeler yaratırlar.
C. Sesi değiştirirler.
D. Enerji yaratırlar.","{'text': ['Maddenin durumunu değiştirirler.', 'Yeni maddeler yaratırlar.', 'Sesi değiştirirler.', 'Enerji yaratırlar.'], 'label': ['A', 'B', 'C', 'D']}",B,Yeni maddeler yaratırlar.
Mercury_7236513,"17. yüzyılda bilim insanları, diğer gezegenlere olan mesafeyi tahmin etmek için, gezegeni Dünya yüzeyindeki iki farklı yerden görüntüleme tekniğini ilk kez kullandılar. Bilim adamları Dünya'ya olan mesafeyi hesaplamak için gezegenin hangi özelliğini kullandılar?
Şıklar:
A. görünür parlaklık
B. görünen hareket
C. boyut
D. konum","{'text': ['görünür parlaklık', 'görünen hareket', 'boyut', 'konum'], 'label': ['A', 'B', 'C', 'D']}",D,konum
MSA_2012_5_12,"İki öğrenci bir binaya girdiklerinde Akrep takımyıldızının tam tepelerinde olduğunu fark ederler. Birkaç saat sonra binayı terk ettiklerinde, Akrep artık doğrudan tepede değildir. Bu ifadelerden hangisi Akrep'in neden farklı bir konumda göründüğünü açıklıyor?
Şıklar:
A. Dünya kendi ekseni etrafında dönmektedir.
B. Dünya güneşin etrafında döner.
C. Yıldızlar uzayda hareket ediyor.
D. Ayın yerçekimi yıldızları çeker.","{'text': ['Dünya kendi ekseni etrafında dönmektedir.', 'Dünya güneşin etrafında döner.', 'Yıldızlar uzayda hareket ediyor.', 'Ayın yerçekimi yıldızları çeker.'], 'label': ['A', 'B', 'C', 'D']}",A,Dünya kendi ekseni etrafında dönmektedir.
Mercury_SC_406833,"Bilim insanları, yeni bilgiler elde edildiğinde sıklıkla sonuçları değiştirirler. Yeni bilgilerin elde edilmesi nedeniyle hangi ifade değiştirildi?
Şıklar:
A. Ay uzaydadır.
B. Bitkiler kendi besinlerini kendileri üretirler.
C. Güneş Dünya'nın etrafında döner.
D. Kağıt ürünleri ahşaptan gelir.","{'text': ['Ay uzaydadır.', 'Bitkiler kendi besinlerini kendileri üretirler.', ""Güneş Dünya'nın etrafında döner."", 'Kağıt ürünleri ahşaptan gelir.'], 'label': ['A', 'B', 'C', 'D']}",C,Güneş Dünya'nın etrafında döner.
Mercury_7120943,"Bir spor müsabakası sırasında hakem, takımları oyuna başlamaları ve durmaları konusunda uyarmak için düdük kullanır. Hakemin düdüğü sesinin her yöne yayılmasına neden olan şey nedir?
Şıklar:
A. yerdeki titreşimler
B. havanın titreşimleri
C. sismik dalgalar
D. ışık dalgaları","{'text': ['yerdeki titreşimler', 'havanın titreşimleri', 'sismik dalgalar', 'ışık dalgaları'], 'label': ['A', 'B', 'C', 'D']}",B,havanın titreşimleri
Mercury_7016800,"Laboratuvarda kazara bir sızıntı olduğunda bilinmesi gereken en önemli şey
Şıklar:
A. Güvenlik gözlüklerinin saklandığı yer.
B. Zehir kontrolü için hangi numarayı aramalı?
C. yangın söndürücünün bulunduğu yer.
D. Temizlik için hangi malzemelerin kullanılması güvenlidir?","{'text': ['Güvenlik gözlüklerinin saklandığı yer.', 'Zehir kontrolü için hangi numarayı aramalı?', 'yangın söndürücünün bulunduğu yer.', 'Temizlik için hangi malzemelerin kullanılması güvenlidir?'], 'label': ['A', 'B', 'C', 'D']}",D,Temizlik için hangi malzemelerin kullanılması güvenlidir?
Mercury_SC_408358,"Bay Fernandez'in sınıfı çözümler üzerinde çalışıyor. Hangi ifade bir çözümü en iyi şekilde tanımlar?
Şıklar:
A. Çözelti, bileşenleri her yerinde benzer olan bir karışımdır.
B. Çözelti, kimyasal reaksiyonun sıvı ürünüdür.
C. İki veya daha fazla sıvının bir araya gelmesiyle çözelti oluşur.
D. Bir çözüm farklı hacimlere sahip iki bileşenden oluşur.","{'text': ['Çözelti, bileşenleri her yerinde benzer olan bir karışımdır.', 'Çözelti, kimyasal reaksiyonun sıvı ürünüdür.', 'İki veya daha fazla sıvının bir araya gelmesiyle çözelti oluşur.', 'Bir çözüm farklı hacimlere sahip iki bileşenden oluşur.'], 'label': ['A', 'B', 'C', 'D']}",A,"Çözelti, bileşenleri her yerinde benzer olan bir karışımdır."
OHAT_2011_8_3,"Hangi eylem kimyasal değişimi gösterir?
Şıklar:
A. Uzun saçlar kesilip kurutulur.
B. Tahta bir kalem bilenir ve kırılır.
C. Bir buz küpü erir ve berrak bir sıvı haline gelir.
D. Demir çivinin yüzeyi turuncu ve pullu hale gelir.","{'text': ['Uzun saçlar kesilip kurutulur.', 'Tahta bir kalem bilenir ve kırılır.', 'Bir buz küpü erir ve berrak bir sıvı haline gelir.', 'Demir çivinin yüzeyi turuncu ve pullu hale gelir.'], 'label': ['A', 'B', 'C', 'D']}",D,Demir çivinin yüzeyi turuncu ve pullu hale gelir.
Mercury_SC_400594,"Bir öğrenci bir araştırma yaptı ve sonuçların hipotezi desteklediğini buldu. Sonuçların güvenilir olduğundan emin olmak için öğrencinin
Şıklar:
A. bir grafik yapın.
B. bir rapor yaz.
C. farklı bir prosedür kullanın.
D. aynı işlemi tekrarlayın.","{'text': ['bir grafik yapın.', 'bir rapor yaz.', 'farklı bir prosedür kullanın.', 'aynı işlemi tekrarlayın.'], 'label': ['A', 'B', 'C', 'D']}",D,aynı işlemi tekrarlayın.
Mercury_7141750,"Sıcak nesneler soğumaya başlar
Şıklar:
A. daha soğuk hava nesneye aktarılır.
B. Nesnedeki enerji çevredeki havaya aktarılır.
C. Nesnedeki atomlar havadaki oksijenle reaksiyona girer.
D. Nesnedeki enerji havadaki enerjiyi iptal eder.","{'text': ['daha soğuk hava nesneye aktarılır.', 'Nesnedeki enerji çevredeki havaya aktarılır.', 'Nesnedeki atomlar havadaki oksijenle reaksiyona girer.', 'Nesnedeki enerji havadaki enerjiyi iptal eder.'], 'label': ['A', 'B', 'C', 'D']}",B,Nesnedeki enerji çevredeki havaya aktarılır.
Mercury_7136885,"Bazı bilim insanları, sera gazları Dünya'nın iklimini değiştirdikçe kasırgaların sayısının ve şiddetinin artacağını öngörüyor. Bunun gerçekleşmesi için iklim değişikliğinin dünyayı değiştirerek etkilemesi gerekir.
Şıklar:
A. okyanusların derinlikleri.
B. Okyanuslardaki akıntıların hızı.
C. Okyanusların kimyasal bileşimleri.
D. Okyanuslardaki çözünmüş oksijen miktarı.","{'text': ['okyanusların derinlikleri.', 'Okyanuslardaki akıntıların hızı.', 'Okyanusların kimyasal bileşimleri.', 'Okyanuslardaki çözünmüş oksijen miktarı.'], 'label': ['A', 'B', 'C', 'D']}",B,Okyanuslardaki akıntıların hızı.
Mercury_7159075,"Orak hücreli anemi, kırmızı kan hücresinin şeklini etkileyen bir durumdur. Etkilenmeyen bir birey AA genotipiyle temsil edilebilir. Etkilenen bir birey SS genotipiyle temsil edilebilir. Taşıyıcı olan bireyler AS genotipine sahiptir. Orak hücreli aneminin en iyi tanımı hangisidir?
Şıklar:
A. çoklu aleller
B. eksik hakimiyet
C. homozigot resesif
D. heterozigot baskın","{'text': ['çoklu aleller', 'eksik hakimiyet', 'homozigot resesif', 'heterozigot baskın'], 'label': ['A', 'B', 'C', 'D']}",B,eksik hakimiyet
Mercury_400440,"Aşağıda gösterilen reaksiyondaki ürünler nelerdir? HCl + NaOH ->
Şıklar:
A. Na + Cl_{2}
B. NaCL + OH
C. NaOH + Cl
D. NaCl + H_{2}O","{'text': ['Na + Cl_{2}', 'NaCL + OH', 'NaOH + Cl', 'NaCl + H_{2}O'], 'label': ['A', 'B', 'C', 'D']}",D,NaCl + H_{2}O
AKDE&ED_2012_8_6,"Dünya yüzeyindeki hangi değişiklik su döngüsüyle en doğrudan ilişkilidir?
Şıklar:
A. çökeltilerin birikmesi
B. bir dağın yükseltilmesi
C. okyanus hendeklerinin oluşumu
D. tektonik plakaların hareketi","{'text': ['çökeltilerin birikmesi', 'bir dağın yükseltilmesi', 'okyanus hendeklerinin oluşumu', 'tektonik plakaların hareketi'], 'label': ['A', 'B', 'C', 'D']}",A,çökeltilerin birikmesi
Mercury_7082443,"Hangi ifade bakır elementiyle ilgili bir görüştür?
Şıklar:
A. Bakır iyi bir elektrik iletkenidir.
B. Bakırın gümüşle karışımı pahalıdır.
C. Bakır dövülerek birçok şekle sokulabilir.
D. Bakır mükemmel bir ısı iletkenidir.","{'text': ['Bakır iyi bir elektrik iletkenidir.', 'Bakırın gümüşle karışımı pahalıdır.', 'Bakır dövülerek birçok şekle sokulabilir.', 'Bakır mükemmel bir ısı iletkenidir.'], 'label': ['A', 'B', 'C', 'D']}",B,Bakırın gümüşle karışımı pahalıdır.
Mercury_7058030,"Bitkilerde ksilem ve floem, kullanım ve depolama için suyu ve besin maddelerini bitki içinde hareket ettirir. İnsanlarda da benzer işleve sahip bir organ sistemi
Şıklar:
A. gergin sistem.
B. solunum sistemi.
C. kardiyovasküler sistem.
D. Örtü sistemi.","{'text': ['gergin sistem.', 'solunum sistemi.', 'kardiyovasküler sistem.', 'Örtü sistemi.'], 'label': ['A', 'B', 'C', 'D']}",C,kardiyovasküler sistem.
Mercury_417593,"Havuzdaki bir balığın, kendi türündeki diğer balıklardan daha uzun koruyucu dikenleri vardır. Dikenleri balıkları yırtıcılardan korur. Balığın çok sayıda yavrusu vardır ve bunların dikenleri de uzundur. Hangi ifade olayı en iyi şekilde açıklıyor?
Şıklar:
A. Bir mutasyon balıkta faydalı bir değişikliğe neden oldu.
B. Bir mutasyon balıkta zararlı bir değişikliğe neden oldu.
C. Daha uzun dikenler balıklarda genetik değişime neden oldu.
D. Daha uzun dikenler balıklarda geçici bir değişime neden oldu.","{'text': ['Bir mutasyon balıkta faydalı bir değişikliğe neden oldu.', 'Bir mutasyon balıkta zararlı bir değişikliğe neden oldu.', 'Daha uzun dikenler balıklarda genetik değişime neden oldu.', 'Daha uzun dikenler balıklarda geçici bir değişime neden oldu.'], 'label': ['A', 'B', 'C', 'D']}",A,Bir mutasyon balıkta faydalı bir değişikliğe neden oldu.
MCAS_2000_8_10,"Hangi ifade bir görüştür?
Şıklar:
A. Birçok bitki yeşildir.
B. Birçok bitki çok güzel.
C. Bitkiler güneş ışığına ihtiyaç duyar.
D. Bitkiler farklı yerlerde büyüyebilir.","{'text': ['Birçok bitki yeşildir.', 'Birçok bitki çok güzel.', 'Bitkiler güneş ışığına ihtiyaç duyar.', 'Bitkiler farklı yerlerde büyüyebilir.'], 'label': ['A', 'B', 'C', 'D']}",B,Birçok bitki çok güzel.
Mercury_404993,"Aşağıdakilerden hangisi insanların yenilenemeyen kaynakları kullanma ihtiyacını azaltır?
Şıklar:
A. kağıt ürünlerinin geri dönüşümü
B. haftada bir kez çimleri sulamak
C. Yakıt tasarrufu sağlayan otomobiller tasarlamak
D. elektrik üretmek için kömür kullanmak","{'text': ['kağıt ürünlerinin geri dönüşümü', 'haftada bir kez çimleri sulamak', 'Yakıt tasarrufu sağlayan otomobiller tasarlamak', 'elektrik üretmek için kömür kullanmak'], 'label': ['A', 'B', 'C', 'D']}",C,Yakıt tasarrufu sağlayan otomobiller tasarlamak
Mercury_192763,"Kömür ve doğalgaz gibi yakıtların kaynağı nedir?
Şıklar:
A. bir zamanlar yaşayan organizmalar
B. soğuk su okyanusları
C. Patlayan volkanlar
D. Orman yangınları","{'text': ['bir zamanlar yaşayan organizmalar', 'soğuk su okyanusları', 'Patlayan volkanlar', 'Orman yangınları'], 'label': ['A', 'B', 'C', 'D']}",A,bir zamanlar yaşayan organizmalar
Mercury_7241115,"Kretase döneminde memeli çeşitliliğinin patlamasına neden olan olay büyük olasılıkla hangisidir?
Şıklar:
A. süper kıta Pangea'nın oluşumu
B. yoğun volkanik aktivite
C. daha soğuk sıcaklıklar
D. yükselen deniz seviyeleri","{'text': [""süper kıta Pangea'nın oluşumu"", 'yoğun volkanik aktivite', 'daha soğuk sıcaklıklar', 'yükselen deniz seviyeleri'], 'label': ['A', 'B', 'C', 'D']}",C,daha soğuk sıcaklıklar
Mercury_7124180,"Kontrollü bir deney yaparken tarafsız sonuçlar elde etmenin en güvenilir yolu hangisidir?
Şıklar:
A. Birden fazla kontrol grubu kullanın.
B. Farklı bir deney grubu deneyin.
C. Yanlışsa hipotezi değiştirin.
D. Prosedürü her seferinde tam olarak aynı şekilde tekrarlayın.","{'text': ['Birden fazla kontrol grubu kullanın.', 'Farklı bir deney grubu deneyin.', 'Yanlışsa hipotezi değiştirin.', 'Prosedürü her seferinde tam olarak aynı şekilde tekrarlayın.'], 'label': ['A', 'B', 'C', 'D']}",D,Prosedürü her seferinde tam olarak aynı şekilde tekrarlayın.
Mercury_7230388,"Atmosferdeki oksijen seviyesinin artması sonucunda Dünya üzerindeki organizma türleri değişti. Dünya atmosferindeki bu oksijen birikimine hangi süreç katkıda bulundu?
Şıklar:
A. metanın metabolik üretimi
B. inorganik nitrojenden nitrat üretimi
C. Enerji açığa çıkarmak için şekerlerin aerobik parçalanması
D. ışık enerjisinin kimyasal bağ enerjisine dönüşümü","{'text': ['metanın metabolik üretimi', 'inorganik nitrojenden nitrat üretimi', 'Enerji açığa çıkarmak için şekerlerin aerobik parçalanması', 'ışık enerjisinin kimyasal bağ enerjisine dönüşümü'], 'label': ['A', 'B', 'C', 'D']}",D,ışık enerjisinin kimyasal bağ enerjisine dönüşümü
Mercury_7267925,"Astronotların uzay kıyafetlerinin dış katmanları onları korumak için yansıtıcıdır.
Şıklar:
A. uzayın boşluğu.
B. yoğun güneş ışığı.
C. mikrometeoroidler.
D. su kaybı.","{'text': ['uzayın boşluğu.', 'yoğun güneş ışığı.', 'mikrometeoroidler.', 'su kaybı.'], 'label': ['A', 'B', 'C', 'D']}",B,yoğun güneş ışığı.
NYSEDREGENTS_2015_4_7,"Bir nesne mıknatıs tarafından çekilir. Mıknatıs nesneden uzaklaştırıldığında, nesneye etki eden manyetik kuvvet
Şıklar:
A. azaltmak
B. arttırmak
C. aynı kalır","{'text': ['azaltmak', 'arttırmak', 'aynı kalır'], 'label': ['A', 'B', 'C']}",A,azaltmak
Mercury_7219100,"Geçtiğimiz milyon yılda Nevada'nın dağ sıralarını hangi süreç yukarıya doğru itti?
Şıklar:
A. çevredeki malzemenin erozyonu
B. fay hatları boyunca sismik aktivite
C. çoklu volkanik patlamalar
D. rüzgarla taşınan çökeltilerin birikmesi","{'text': ['çevredeki malzemenin erozyonu', 'fay hatları boyunca sismik aktivite', 'çoklu volkanik patlamalar', 'rüzgarla taşınan çökeltilerin birikmesi'], 'label': ['A', 'B', 'C', 'D']}",B,fay hatları boyunca sismik aktivite
MEAP_2005_8_45,"Bir öğrenci ışığın farklı yüzeylere çarptığında nasıl davrandığını araştırıyor. Buzlu bir pencere camı bölmesi, şeffaf bir pencere camı bölmesi, bir aynası ve bir karton parçası var. Bu nesnelerden hangisi en fazla ışığı saçar?
Şıklar:
A. ayna yansıtıcı olduğundan
B. opak olduğu için karton parçası
C. şeffaf pencere camı, çünkü şeffaftır
D. buzlu pencere camı, çünkü yarı saydamdır","{'text': ['ayna yansıtıcı olduğundan', 'opak olduğu için karton parçası', 'şeffaf pencere camı, çünkü şeffaftır', 'buzlu pencere camı, çünkü yarı saydamdır'], 'label': ['A', 'B', 'C', 'D']}",D,"buzlu pencere camı, çünkü yarı saydamdır"
MCAS_2009_5_6510,"Ton balığı, küçük, hızlı hareket eden avları yakalamaya iyi adapte olmuş bir okyanus balığıdır. Aşağıdaki adaptasyonlardan hangisi bir ton balığının avını yakalamak için hızlı yüzmesine en çok yardımcı olur?
Şıklar:
A. büyük yüzgeçler
B. keskin diş
C. küçük solungaçlar
D. sert terazi","{'text': ['büyük yüzgeçler', 'keskin diş', 'küçük solungaçlar', 'sert terazi'], 'label': ['A', 'B', 'C', 'D']}",A,büyük yüzgeçler
Mercury_SC_401198,"Öğrencilerin laboratuvar deneylerini güvenli ve doğru bir şekilde yapabilmeleri için
Şıklar:
A. diğer öğrencilerin yaptıklarını kopyalayın.
B. Öğretmenden önce deneyin tamamını göstermesini isteyin.
C. Talimatları ezberledikten sonra deneyi gerçekleştirin.
D. Deneye başlamadan önce tüm talimatları okuyup anlayın.","{'text': ['diğer öğrencilerin yaptıklarını kopyalayın.', 'Öğretmenden önce deneyin tamamını göstermesini isteyin.', 'Talimatları ezberledikten sonra deneyi gerçekleştirin.', 'Deneye başlamadan önce tüm talimatları okuyup anlayın.'], 'label': ['A', 'B', 'C', 'D']}",D,Deneye başlamadan önce tüm talimatları okuyup anlayın.
Mercury_7221865,"Bir grup öğrenci su kaynadığında kabarcıkların oluştuğunu gözlemledi. Sudaki fiziksel değişim nedeniyle maddeye ne oldu?
Şıklar:
A. Baloncuklarda yeni madde yaratıldı.
B. Suyun gaza dönüşmesiyle eski madde yok oldu.
C. Madde form değiştirdiğinde korunurdu.
D. Konunun içeriği değişti.","{'text': ['Baloncuklarda yeni madde yaratıldı.', 'Suyun gaza dönüşmesiyle eski madde yok oldu.', 'Madde form değiştirdiğinde korunurdu.', 'Konunun içeriği değişti.'], 'label': ['A', 'B', 'C', 'D']}",C,Madde form değiştirdiğinde korunurdu.
MDSA_2007_8_24,"1 gram su buharlaştırıldığında su buharının hacmi artar ancak kütlesi sabit kalır. Suyun kütlesi neden sabit kalıyor?
Şıklar:
A. Suyun sıcaklığı sabit kalır.
B. Suya etki eden basınç sabit kalır.
C. Sudaki atom sayısı sabit kalır.
D. Su molekülleri arasındaki mesafe sabit kalır.","{'text': ['Suyun sıcaklığı sabit kalır.', 'Suya etki eden basınç sabit kalır.', 'Sudaki atom sayısı sabit kalır.', 'Su molekülleri arasındaki mesafe sabit kalır.'], 'label': ['A', 'B', 'C', 'D']}",C,Sudaki atom sayısı sabit kalır.
VASoL_2009_3_35,"Eski bir tişört daha küçük parçalara bölünerek paçavra olarak kullanılabilir. Ev bitkilerini sulamak için boş bir süt kabı kullanılabilir. Her ikisi de bunun nasıl olduğunu gösteren örneklerdir.
Şıklar:
A. su tasarrufu gelecekteki kaynakları korur
B. eski malzemeleri kullanmak para israfına neden olabilir
C. bitkilerin sağlıklı olması için suya ihtiyacı vardır
D. günlük malzemeler yeniden kullanılabilir","{'text': ['su tasarrufu gelecekteki kaynakları korur', 'eski malzemeleri kullanmak para israfına neden olabilir', 'bitkilerin sağlıklı olması için suya ihtiyacı vardır', 'günlük malzemeler yeniden kullanılabilir'], 'label': ['A', 'B', 'C', 'D']}",D,günlük malzemeler yeniden kullanılabilir
Mercury_7207393,"Kıtaların kayması kavramı, yani kıtaların okyanus tabanları üzerinde sürüklenmesi kavramı 1915 yılında Alfred Wegner tarafından ortaya atılmıştır. 1960'lı yıllarda bu kavramın yerini levha tektoniği teorisi almıştır. Kıtaların kayması kavramından levha tektoniği teorisine geçiş aşağıdakilerden hangisini gerektirdi?
Şıklar:
A. Fay zonları boyunca meydana gelen güçlü depremler
B. bilim insanları arasında paylaşılan veri ve fikirler
C. Kongre tarafından kabul edilen bilimsel bir yasa
D. öğretmenler yeni teoriyi öğretmeye başlıyor","{'text': ['Fay zonları boyunca meydana gelen güçlü depremler', 'bilim insanları arasında paylaşılan veri ve fikirler', 'Kongre tarafından kabul edilen bilimsel bir yasa', 'öğretmenler yeni teoriyi öğretmeye başlıyor'], 'label': ['A', 'B', 'C', 'D']}",B,bilim insanları arasında paylaşılan veri ve fikirler
MCAS_1998_4_12,"Toprak, aşağıdakileri içerebilecek birçok maddenin bir karışımıdır:
Şıklar:
A. güneş, su, kil ve kum.
B. kum, kil, rüzgar ve çakıl taşları.
C. kum, kil, ölü bitkiler ve ölü hayvanlar.
D. yapraklar, ince dallar, güneş ve rüzgar.","{'text': ['güneş, su, kil ve kum.', 'kum, kil, rüzgar ve çakıl taşları.', 'kum, kil, ölü bitkiler ve ölü hayvanlar.', 'yapraklar, ince dallar, güneş ve rüzgar.'], 'label': ['A', 'B', 'C', 'D']}",C,"kum, kil, ölü bitkiler ve ölü hayvanlar."
Mercury_7016835,"Öğrenciler hangi tür uçurtmanın en yüksekte uçtuğunu keşfetmek için uçurtma tasarlıyorlar. Yüksekten uçacak bir uçurtma tasarlarken dikkate alınması gereken en önemli şey hangisidir?
Şıklar:
A. IP uzunluğu
B. yüzey alanı
C. Kullanılan malzemeler
D. günün zamanı","{'text': ['IP uzunluğu', 'yüzey alanı', 'Kullanılan malzemeler', 'günün zamanı'], 'label': ['A', 'B', 'C', 'D']}",B,yüzey alanı
